Unnamed: 0;Аналитика;Код;Артикул;Количество;Себестоимость
200.0;Элемент питания ТРОФИ HEAVY DUTY R20/373 2S Классика 647774;647774.0;lБ0023146;12;285.29
201.0;Элемент питания ТРОФИ HEAVY DUTY R6/316 10S Классика 711741;711741.0;lБ0042310;170;585.79
202.0;Элемент питания ТРОФИ HEAVY DUTY R6/316 4S Классика 521190;521190.0;Б0012906;1480;4063.49
203.0;Элемент питания ТРОФИ SUPER HEAVY DUTY 3R12 1S 63483;63483.0;lC0034622;107;6996.98
204.0;Элемент питания ТРОФИ SUPER HEAVY DUTY 6F22 крона 1S 63484;63484.0;lC0033717;530;13260.68
205.0;Элемент питания ТРОФИ SUPER HEAVY DUTY R03/286 4S 63491;63491.0;lC0033711;120;569.08
206.0;Элемент питания ТРОФИ SUPER HEAVY DUTY R03/286 BL4 183410;183410.0;lC0033712;20;124.8
207.0;Элемент питания ТРОФИ SUPER HEAVY DUTY R6/316 4S 63492;63492.0;lC0033715;60;284.54
208.0;Элемент питания ТРОФИ SUPER HEAVY DUTY R6/316 BL4 183447;183447.0;lC0033716;20;124.21
209.0;Элемент питания ЭРА A23 12V BL1 338735;338735.0;lC0038449;10;239.6
210.0;Элемент питания ЭРА LR03/286 BL4 0887 660652;660652.0;lC0038451;60;1104.48
211.0;Э/п ЭРА LR03/286 Super Alkaline box28 1247 660656;660656.0;lБ0002909;56;751.3
212.0;Элемент питания ЭРА LR20/373 BL2 338827;338827.0;lC0038443;4;298.52
213.0;Э/п ЭРА LR6/316 Super Alkaline box28 1261 660655;660655.0;lБ0002910;56;751.3
214.0;ЭРА 12 мех. роз. СУ 1 мест. 16А земля Бел. автоклеммы 12-2101-01 0547 553492;553492.0;lБ0014675;6;591.18
215.0;ЭРА 12 мех. роз. СУ 1 мест. 16А земля, сл. кость, автоклеммы 12-2101-02 0554 553493;553493.0;lБ0014676;6;591.18
216.0;ЭРА 12 рамка СУ 1 мест. антрацит, 12-5001-05 1247 553660;553660.0;lБ0014745;6;280.8
217.0;ЭРА 12 рамка СУ 1 мест. шампань, 12-5001-04 1230 553659;553659.0;lБ0014744;4;187.2
218.0;ЭРА 12 рамка СУ 2 мест. алюминий, 12-5002-03 1322 553668;553668.0;lБ0014753;3;216.39
219.0;ЭРА 12 рамка СУ 2 мест. бел. 12-5002-01 1308 553666;553666.0;lБ0014751;3;140.59
220.0;ЭРА 12 рамка СУ 2 мест. черный, 12-5002-06 1353 553671;553671.0;lБ0014756;3;150.69
221.0;ЭРА Cв-к cв/д промышленный подвес. SPP-402-0-50K-200 200W(20000lm) 5000К 6K КСС Д 340х91 IP65 9007 758092;758092.0;lБ0046670;20;52207.58
222.0;ЭРА ECO GX53 10W(800lm) 4000K 4K 27х75 LED GX-10W-840-GX53 R (10-PACK) (кратно 10шт.!) 5382 799296;799296.0;lБ0050608;52;1627.37
223.0;ЭРА ECO GX53 10W(800lm) 4000K 4K 27х75 LED-GX-10W-840-GX53 R 5023 799275;799275.0;lБ0050605;110;4318.33
224.0;ЭРА ECO GX53 10W(800lm) 6500K 6K 27х75 LED-GX-10W-865-GX53 R 5499 734620;734620.0;lБ0045328;6;240.72
225.0;ЭРА ECO GX53 12W(960Lm) 2700K 2K 27х75 LED-GX-12W-827-GX53 R 8785 765450;765450.0;lБ0048012;10;424.8
226.0;ЭРА ECO GX53 12W(960lm) 4000K 4K 27х75 LED-GX-12W-840-GX53 R 8815 765451;765451.0;lБ0048013;30;1280.45
227.0;ЭРА ECO GX53 8W(640lm) 6500K 6K 27х75 LED-GX-8W-865-GX53 R (10-PACK) (кратно 10шт.!) 5628 734610;734610.0;lБ0045332;10;342.2
228.0;ЭРА ECO MR16 GU10 8W 4000K 4K LED MR16-8W-840-GU10 8950 703595;703595.0;lБ0036729;20;1067.04
229.0;ЭРА ECO T8 G13 20W(1638lm) 4000K 4K 1200x26 R (неповорот.) T8-20W-840-G13 (25!) 3933 853084;853084.0;lБ0056906;50;4319
230.0;ЭРА ECO лампа св/д T8 G13 20W(1638lm) 6000K 6K 1200x26 R (неповорот.) T8-20W-865-G13 (25!) 3957 853085;853085.0;lБ0056907;25;2169.96
231.0;ЭРА ECO ЛОН A65 E27 20w (1200lm) 4000K 4K LED A65-20W-840-E27 R 140х60 799268;799268.0;lБ0049637;20;1043.33
232.0;ЭРА ECO шар P45 E27 6W (480lm)  4000K 4K P45-6W-840-E27 R 120х45 799270;799270.0;lБ0049644;10;342.17
233.0;ЭРА ERAFYS01-11св-к садово-парковый Филин рыжий на солн. батарее, полистоун, 13 см 8392 730874;730874.0;lБ0044843;3;1837.37
234.0;ЭРА F-LED ЛОН A60 E27 13W (1200lm) 2700K 2K филамент нитевидн. прозр. F-LED A60-13W-827(60х113) 2997 813092;813092.0;lБ0035027;12;1165.88
235.0;ЭРА FITO св-к линейн св/д для аквариума 10W(1000lm) 6K полн спектр L=710 FITO-10W-Ra90-Т8-AQUA 57417 845138;845138.0;lБ0057417;1;370.48
236.0;ЭРА FR-1 Рамка для намотки провода ДхШхВ 410х160х30мм БОЛЬШАЯ удлинителя пластик 2400 736043;736043.0;lБ0047877;123;4620.47
237.0;ЭРА GX53 H4 св-к Хром 38x106(90) (кратно 10!) KL35 CН-10/1 3503 782826;782826.0;lБ0048948;30;1283.61
238.0;Лампа галоген. ЭРА JCD GY6.35 230V 35W JCD-35-230-GY6.35 167172;167172.0;lC0027373;5;182.83
239.0;ЭРА MR16 GU5.3 ST2A CH св-к встр. d90мм (врез.d70мм) штамп, поворот., хром ИУ 5521 403262;403262.0;lC0043807;20;1069.54
240.0;ЭРА MR16 GU5.3 ST2A WH св-к встр. d90мм (врез.d70мм) штамп, поворот., белый ИУ 5507 403265;403265.0;lC0043805;12;666.43
241.0;ЭРА N-121 св-к настольный металл E27 струбцина зеленый 52760 865282;865282.0;lБ0052760;1;654.4
242.0;ЭРА N-123 св-к настольный 40W E27 h550 металл, белый, 35х15х55 см, N-123-E27-40W-W 5093 780682;780682.0;lБ0047196;1;752.86
243.0;ЭРА N-211 св-к настольный на основании 40W E27 h270 металл/пластик бел N-211-E27-40W-W (пакет) 7761 700440;700440.0;lБ0035055;2;484.93
244.0;ЭРА N-211 св-к настольный на основании 40W E27 h270 металл/пластик красн N-211-E27-40W-R пакет 7792 700439;700439.0;lБ0035057;1;241.88
245.0;ЭРА N-211 св-к настольный на основании 40W E27 h270 металл/пластик синий N-211-E27-40W-BU пакет 7785 700438;700438.0;lБ0035056;2;484.93
246.0;ЭРА N-212 св-к настольный прищепка 40W E27 h270 металл/пластик, белый N-212-E27-40W-W (пакет) 7808 700444;700444.0;lБ0035059;3;628.43
247.0;ЭРА N-212 св-к настольный прищепка 40W E27 h270 металл/пластик, красный N-212-E27-40W-R (пакет) 7839 700443;700443.0;lБ0035061;2;418.95
248.0;ЭРА N-212 св-к настольный прищепка 40W E27 h270 металл/пластик, синий N-212-E27-40W-BU (пакет) 7822 700442;700442.0;lБ0035060;3;627.42
249.0;ЭРА N-212 св-к настольный прищепка 40W E27 h270 металл/пластик, черный N-212-E27-40W-BK (пакет) 7815 700441;700441.0;lБ0035058;2;418.95
250.0;ЭРА N-214 св-к настольный на основании 40W E27 h550 металл/пластик, белый N-214-E27-40W-W 7877 700446;700446.0;lБ0035069;2;1331.34
251.0;ЭРА N-214 св-к настольный на основании 40W E27 h550 металл/пластик, черный N-214-E27-40W-BK 3478 700445;700445.0;lБ0035068;1;650.93
252.0;ЭРА NLED-482 св-к настольный св/д 10W 6500K 6K, сенсор, ночник, диммер., белый, 165х400х450 712559;712559.0;lБ0041086;2;1517.57
253.0;ЭРА NLED-500 св-к св/д настольный 10W 2К-4К-6K сенс, диммер, черный, под кожу 57193 857997;857997.0;lБ0057193;1;680.62
254.0;ЭРА NLED-510 св-к настольный св/д 8W 2K-4K-6K белый аккум., зарядка от USB, сенсор, диммер 57202 853325;853325.0;lБ0057202;2;1974.09
255.0;ЭРА NO-222-01  Шина соединительная типа PIN для 3-ф нагр. 63А 54 мод. (10/50/1000) (10/50/1000) 678614;678614.0;lБ0033372;10;7803.74
256.0;ЭРА NO-222-04  Шина соединительная типа PIN для 2-ф нагр. 63А 54 мод. (10/50/1000) (10/50/1000) 678617;678617.0;lБ0033382;10;5342.06
257.0;ЭРА NOVA драйвер д/шинопровода 100W TRM20-DRH100 258х22х26 8100 818512;818512.0;lБ0054797;1;1309.09
258.0;ЭРА NOVA св-к св/д трек. магнит.шинопр., 10W (750lm) 4000K 4K  48V , черн. 304х22х43 TRM20-1 9801 818478;818478.0;lБ0049721;1;903.43
259.0;ЭРА NOVA торцевая заглушка д/встр. магнит.шинопр., TRM-PC20 46,7х53,4х2 3136 818507;818507.0;lБ0054791;1;98.65
260.0;ЭРА PL6 BK LOFT св-к Подвес металл  E27 max 60W d250 черный (10/80) 4593 689106;689106.0;lБ0037453;1;1209.95
261.0;ЭРА SIMPLE бокс (корпус) пластик КМПн- 8 мод. (ЩРН) навесной, опломбировка, серый IP65 737607;737607.0;lБ0046405;4;2414.88
262.0;ЭРА SIMPLE бокс (корпус) пластик ЩРВ-П-12 мод. встраиваемый IP41 699247;699247.0;lБ0041513;1;460.95
263.0;ЭРА SIMPLE бокс (корпус) пластик ЩРН-П- 8 мод. навесной (без компл.) белый 4039 757023;757023.0;lБ0047721;6;1469.14
264.0;ЭРА SIMPLE бокс (корпус) пластик ЩРН-П-12 мод. навесной БЕЛЫЙ с дымчатой дверцей IP41 9081 699248;699248.0;lБ0041525;3;1354.58
265.0;ЭРА SIMPLE бокс (корпус) пластик ЩРН-П-18 мод. навесной БЕЛЫЙ с дымчатой дверцей IP41 699252;699252.0;lБ0041527;2;1461.03
266.0;ЭРА SIMPLE бокс (корпус) пластик ЩРН-П-24 мод. навесной БЕЛЫЙ с дымчатой дверцей IP41 699254;699254.0;lБ0041528;1;989.56
267.0;ЭРА SIMPLE дифф. автоматический выкл. АВДТ (АД-12) 1P+N C16А 30мА, тип АС, 4,5кА, электрон. 58920 853404;853404.0;lБ0058920;72;22266.32
268.0;ЭРА SIMPLE кабель витая пара U/UTP 4х2х25 AWG Cat5e CCA, 305м (цена за м) 888083;888083.0;lБ0044435;305;2634.85
269.0;ЭРА SIMPLE кабель коакс. 3С-2V, 75 Ом, CCS (оплетка Al 48%) белый, 100м (цена за м) 873735;873735.0;lБ0044602;100;801.9
270.0;ЭРА SIMPLE кабель коакс. RG-6U, 75 Ом, CCS (оплетка Al 32%) белый, 100м (цена за м) 873736;873736.0;lБ0044595;200;1695.41
271.0;ЭРА SIMPLE щит (корпус) метал. ЩМП-04 (400х300х175) IP31 713990;713990.0;lБ0041655;3;4357.08
272.0;ЭРА SIMPLE щит (корпус) метал. ЩМП-06 (500х400х175) IP31 715019;715019.0;lБ0041657;3;5574.07
273.0;ЭРА SIMPLE щит (корпус) метал. ЩМП-07 (600х400х175) IP31 715020;715020.0;lБ0041658;1;2412.7
274.0;ЭРА SIMPLE щит (корпус) метал. ЩМПг-00 (290x220x175) окно, IP54 738711;738711.0;lБ0041659;2;3042
275.0;ЭРА SIMPLE щит (корпус) метал. ЩМПг-02 (250х300х175) IP54 715021;715021.0;lБ0041665;1;1515.88
276.0;ЭРА SIMPLE щит (корпус) метал. ЩРН-12 навесной (250х300х120) IP31 715023;715023.0;lБ0041673;2;1911.69
277.0;ЭРА SIMPLE щит (корпус) метал. ЩРН-12 навесной (250х300х120) IP54 715025;715025.0;lБ0041689;2;2913.21
278.0;ЭРА SIMPLE щит (корпус) метал. ЩУРН-1/6 (285х190х145мм) IP31 (в компл. замок, ключи, DIN-рейка) 724650;724650.0;lБ0041651;1;793.79
279.0;ЭРА SIMPLE щит (корпус) учета метал. ЩУ 1-1-0-76 (300х310х155) IP54 737612;737612.0;lБ0046702;3;4962.48
280.0;ЭРА SPB-6 управляемый св-к-люстра св/д 70W(5950lm) 2K-4K-6К пульт ДУ Saturn (C) 556х76 6376 681945;681945.0;lБ0036367;1;2303.41
281.0;ЭРА SPB-6-RC управляемый св-к-люстра св/д 70W(5600Lm) 2K-4K-6K пульт ДУ 500х80 Sance 1697 795240;795240.0;lБ0051098;2;5383.7
282.0;ЭРА WL12 BK св-к св/д декор. подсветка 6х1W IP54 черный  5938 681969;681969.0;lБ0034611;2;2166.03
283.0;ЭРА WL17  св-к декор. подсветка E27 Max60W IP54 хром/белый 5976 681973;681973.0;lБ0034617;4;2484.77
284.0;ЭРА WL28 WH св-к декор. подсветка 2хGU10 Max35W IP54 белый 6102 681986;681986.0;lБ0034632;2;1200.45
285.0;ЭРА WL7 WH+BK св-к св/д декор. подсветка 6W IP20 белый/черный  5877 681963;681963.0;lБ0034605;10;10007.71
286.0;ЭРА Банник св-к влагозащ 60W E27 наклон бел стекло 125град НББ 01-60-002 IP65 158x116x85 825063;825063.0;lБ0048407;6;2493.5
287.0;ЭРА блок питания (драйвер) для SPL-5/6/7/9 (max40W, пульс.1%,Kмощн.=0.98) LED-LP-5/6  premium  2464 696162;696162.0;lБ0039417;2;666.31
288.0;ЭРА Вилка Vx1-W 10А (прямая, белая) 0065 698542;698542.0;lБ0039671;1;25.52
289.0;ЭРА Вилка Vx4-W 16А (земля, угловая с кольцом, белая) 0218 698548;698548.0;lБ0039676;20;771.26
290.0;ЭРА вилка прямая плоская V2 6А (белая, PC-поликарбонат) 1858 650546;650546.0;lБ0019184;10;631.56
291.0;ЭРА вилка угловая каучук 2P+PE 1х16А 220-240V красная IP44 V9-RED 4981 (Турция) 736065;736065.0;lБ0044549;30;3073.33
292.0;ЭРА вилка угловая каучук 2P+PE 1х16А 220-240V черная IP44 V9-B 4776 (Турция) 736064;736064.0;lБ0044542;20;1767.4
293.0;ЭРА датчик движения ИК MD 013 1200W, 12м, 180гр, рег. освещ. IP54  белый 8424 735100;735100.0;lБ0043790;2;857.88
294.0;ЭРА датчик движения ИК MD 015 в патрон E27, 60W, 6м, 360гр, 10сек-5мин. IP20 8462 735102;735102.0;lБ0043792;4;1507.83
295.0;ЭРА датчик движения ИК MD 017 1200W, 12м, 360гр, 10сек-7мин. IP20 8509 735104;735104.0;lБ0043794;6;3516.74
296.0;ЭРА драйвер (блок питания) для св/д лент LP-LED 12V 150W IP20 200х60х40 slim 61125 889306;889306.0;lБ0061125;6;2544.8
297.0;ЭРА драйвер (блок питания) для св/д лент LP-LED 12V 250W IP20 224х69х40 slim 61127 889308;889308.0;lБ0061127;2;1348.33
298.0;ЭРА драйвер (блок питания) для св/д лент LP-LED 12V 60W IP20 311х18х18 ультратонкий 61153 889314;889314.0;lБ0061153;10;3132.48
299.0;ЭРА драйвер (блок питания) для св/д лент LP-LED 24V 100W IP20 188х46х35 slim 61130 889325;889325.0;lБ0061130;1;479.23
300.0;ЭРА драйвер (блок питания) для св/д лент LP-LED 24V 60W IP20 160х40х32 slim 61129 889324;889324.0;lБ0061129;1;391.25
301.0;ЭРА Зажим анкерный SO158.1 (2x16мм2 / 4x35мм2) 850кгс до 1кВ (РФ) 8735 663880;663880.0;lБ0029959;75;9781.2
302.0;ЭРА Зажим анкерный клиновой PA25x100 (2х16мм2/4х25мм2) SO243 350кгс до 1кВ (РФ) 8681 663878;663878.0;lБ0029956;2;112.69
303.0;ЭРА Зажим прокалывающий ответвительный P1X-95 (16-95мм2 / 1,5-10мм2) до 1кВ SLIW50 (РФ) 8445 663874;663874.0;lБ0029906;20;1678.56
304.0;ЭРА звонок беспроводной A03 100м, 32 мелодии, 3хААА/A23 с кнопкой, индик., белый, IP20, BL 6797 813505;813505.0;lБ0053277;10;2437.98
305.0;ЭРА звонок беспроводной A04 100м, 32 мелодии, 3хААА/A23 с кнопкой, индик., белый, IP20, BL 6858 813506;813506.0;lБ0053278;4;1042.32
306.0;Эра звонок беспроводной C94 , 52 мелод., с кнопкой, 200 м, от сети/A23, черный 6321 820123;820123.0;lБ0054085;1;627.74
307.0;Эра звонок беспроводной C95 , 52 мелод., с кнопкой, 200 м, от сети/A23, белый 6918 820124;820124.0;lБ0054088; ;-99.77
308.0;Эра звонок беспроводной C97 , 60 мелод., рег.гром, 300 м, от сети/A23, черный 6604 820126;820126.0;lБ0054086;1;669.19
309.0;ЭРА звонок беспроводной аналог. A01 100м, 32 мелодии 2хAA/A23 с кнопкой IP20 пакет 0819 582366;582366.0;lБ0019873;10;2477.26
310.0;ЭРА звонок беспроводной аналог. A02 100м, 32 мелодии 2хAA/A23 с кнопкой IP20 пакет 0826 582367;582367.0;lБ0019874;8;1945.35
311.0;ЭРА изолента ПВХ 15/10 синяя 0.15х15 мм, 10м 190% растяж. 3836 380918;380918.0;lC0036557;30;615.89
312.0;ЭРА изолента ПВХ 15/10 черная 0.15х15 мм, 10м 190% растяж. 3812 380917;380917.0;lC0036558;20;410.59
313.0;ЭРА изолента ПВХ 15/20 красная 0.15х15 мм, 20м 190% растяж. 3713 509609;509609.0;lC0036550;10;373.77
314.0;ЭРА изолента ПВХ 19/20 черная 0.15х19 мм, 20м 190% растяж. 3539 335435;335435.0;lC0036540;30;1576.22
315.0;ЭРА Кабель акустический 2х0,25 красно-черный  бухта 100м  A-25-RB 1457 цена за бухту 769611;769611.0;lБ0048262_;1;667.87
316.0;ЭРА Кабель акустический 2х0,5 красно-черный, бухта 100м  A-50-RB 769615;769615.0;lБ0048264_;2;2284.58
317.0;ЭРА Кабель акустический 2х0,5 прозрачный,  бухта 100м  A-50-S 1921 769616;769616.0;lБ0048271_;1;1067.54
318.0;ЭРА Кабель акустический 2х0,75 красно-черный, бухта 100м  A-75-RB 1518 769617;769617.0;lБ0048265_;4;5418.31
